,Ticker,Adj. Close,Year
1310439,CAGU,0.25,2009
1310691,CAGU,0.25,2010
1311193,CAGU,0.16,2012
1311445,CAGU,0.21,2013
1311697,CAGU,0.2,2014
1311949,CAGU,0.3,2015
1312935,CAGU,0.37,2019
1313748,AFI,11.84,2018
1314000,AFI,4.27,2019
1314362,COKE,50.33,2007
1314615,COKE,40.16,2008
1314867,COKE,48.19,2009
1315119,COKE,50.53,2010
1315621,COKE,62.42,2012
1315873,COKE,69.8,2013
1316125,COKE,85.06,2014
1316377,COKE,177.67,2015
1317131,COKE,175.7,2018
1317383,COKE,282.39,2019
1317676,XBIT,10.87,2015
1318430,XBIT,5.08,2018
1318682,XBIT,18.67,2019
1319044,BVSN,44.75,2007
1319297,BVSN,11.1,2008
1319549,BVSN,13.56,2009
1319801,BVSN,12.5,2010
1320303,BVSN,8.94,2012
1320555,BVSN,9.66,2013
1320807,BVSN,6.02,2014
1321059,BVSN,6.0,2015
1321813,BVSN,1.14,2018
1322065,BVSN,2.61,2019
1322326,TLCC,1.74,2015
1322826,TLCC,0.5,2018
1323530,PROM,0.11,2018
1323621,PROM,0.12,2019
1323926,DDE,9.34,2007
1324179,DDE,2.71,2008
1324431,DDE,3.36,2009
1324683,DDE,3.12,2010
1325185,DDE,2.2,2012
1325437,DDE,1.48,2013
1325689,DDE,0.83,2014
1325941,DDE,0.97,2015
1326695,DDE,2.77,2018
1327201,SOHO,3.91,2007
1327454,SOHO,0.75,2008
1327706,SOHO,1.21,2009
1327958,SOHO,1.26,2010
1328460,SOHO,2.08,2012
1328712,SOHO,3.85,2013
1328964,SOHO,5.01,2014
1329216,SOHO,4.3,2015
1329970,SOHO,4.79,2018
1330222,SOHO,6.24,2019
1330397,PJT,27.56,2015
1331151,PJT,38.38,2018
1331403,PJT,44.91,2019
1331740,VSTO,44.51,2015
1332494,VSTO,11.35,2018
1332746,VSTO,7.48,2019
1333105,SFBC,6.08,2008
1333357,SFBC,3.85,2009
1333609,SFBC,4.22,2010
1334111,SFBC,9.15,2012
1334363,SFBC,15.02,2013
1334615,SFBC,16.94,2014
1334867,SFBC,20.58,2015
1335621,SFBC,30.99,2018
1335873,SFBC,34.83,2019
1336235,CAH,29.95,2007
1336488,CAH,18.09,2008
1336740,CAH,24.02,2009
1336992,CAH,29.16,2010
1337494,CAH,32.73,2012
1337746,CAH,54.34,2013
1337998,CAH,66.85,2014
1338250,CAH,75.24,2015
1339004,CAH,40.92,2018
1339256,CAH,48.28,2019
1339439,MHH,0.67,2008
1339691,MHH,1.32,2009
1339943,MHH,1.19,2010
1340445,MHH,1.96,2012
1340697,MHH,7.0,2013
1340949,MHH,5.31,2014
1341201,MHH,3.66,2015
1341955,MHH,6.3,2018
1342207,MHH,11.07,2019
1342431,NEOS,14.32,2015
1343185,NEOS,1.65,2018
1343437,NEOS,1.51,2019
1343684,NWS,16.36,2013
1343936,NWS,13.84,2014
1344188,NWS,12.91,2015
1344942,NWS,11.17,2018
1345194,NWS,14.23,2019
1345556,ABMC,0.98,2007
1345808,ABMC,0.24,2008
1346060,ABMC,0.11,2009
1346312,ABMC,0.09,2010
1346814,ABMC,0.13,2012
1347066,ABMC,0.13,2013
1347318,ABMC,0.13,2014
1347570,ABMC,0.13,2015
1348318,ABMC,0.07,2018
1348563,ABMC,0.07,2019
1348924,ICPW,0.45,2007
1349177,ICPW,0.05,2008
1349429,ICPW,0.11,2009
1349681,ICPW,0.1,2010
1350183,ICPW,0.26,2012
1350435,ICPW,0.16,2013
1350687,ICPW,0.19,2014
1350939,ICPW,0.29,2015
1351501,HPJ,3.19,2008
1351753,HPJ,7.71,2009
1352005,HPJ,3.29,2010
1352507,HPJ,1.03,2012
1352759,HPJ,2.56,2013
1353011,HPJ,4.97,2014
1353263,HPJ,3.0,2015
1354017,HPJ,2.17,2018
1354479,SPAN,7.3,2007
1354732,SPAN,6.32,2008
1354984,SPAN,11.45,2009
1355236,SPAN,10.99,2010
1355738,SPAN,14.82,2012
1355990,SPAN,17.7,2013
1356242,SPAN,15.71,2014
1356494,SPAN,18.72,2015
1357118,NLST,2.21,2007
1357371,NLST,0.29,2008
1357623,NLST,5.19,2009
1357875,NLST,2.56,2010
1358377,NLST,0.74,2012
1358629,NLST,0.74,2013
1358881,NLST,0.74,2014
1359133,NLST,0.88,2015
1359887,NLST,0.36,2018
1360139,NLST,0.3,2019
1360501,JAN,44.75,2007
1360754,JAN,14.75,2008
1361006,JAN,11.5,2009
1361258,JAN,17.0,2010
1361760,JAN,6.7,2012
1362012,JAN,14.35,2013
1362264,JAN,13.75,2014
1362516,JAN,5.25,2015
1363270,JAN,2.22,2018
1363522,JAN,2.96,2019
1363884,MRCY,16.11,2007
1364137,MRCY,6.31,2008
1364389,MRCY,11.01,2009
1364641,MRCY,18.38,2010
1365143,MRCY,9.2,2012
1365395,MRCY,10.95,2013
1365647,MRCY,13.92,2014
1365899,MRCY,18.36,2015
1366653,MRCY,47.29,2018
1366905,MRCY,69.11,2019
1367267,SPLS,17.21,2007
1367520,SPLS,13.56,2008
1367772,SPLS,18.9,2009
1368024,SPLS,17.8,2010
1368526,SPLS,9.46,2012
1368778,SPLS,13.62,2013
1369030,SPLS,16.13,2014
1369282,SPLS,8.75,2015
1369972,HURN,80.63,2007
1370225,HURN,57.27,2008
1370477,HURN,23.04,2009
1370729,HURN,26.45,2010
1371231,HURN,33.69,2012
1371483,HURN,62.67,2013
1371735,HURN,68.39,2014
1371987,HURN,59.4,2015
1372741,HURN,51.31,2018
1372993,HURN,68.72,2019
1373355,AIRI,80.45,2007
1373608,AIRI,37.66,2008
1373860,AIRI,4.45,2009
1374112,AIRI,2.52,2010
1374614,AIRI,6.22,2012
1374866,AIRI,7.97,2013
1375118,AIRI,10.03,2014
1375370,AIRI,8.15,2015
1376124,AIRI,0.72,2018
1376376,AIRI,2.3,2019
1377170,CRIS,4.9,2007
1377423,CRIS,3.75,2008
1377675,CRIS,16.25,2009
1377927,CRIS,9.9,2010
1378429,CRIS,17.15,2012
1378681,CRIS,14.1,2013
1378933,CRIS,7.5,2014
1379185,CRIS,14.55,2015
1379939,CRIS,0.69,2018
1380191,CRIS,1.7,2019
1380478,AWK,15.19,2008
1380730,AWK,17.0,2009
1380982,AWK,19.93,2010
1381484,AWK,31.26,2012
1381736,AWK,36.3,2013
1381988,AWK,46.98,2014
1382240,AWK,53.96,2015
1382994,AWK,87.16,2018
1383246,AWK,120.09,2019
1383582,QNST,19.21,2010
1384084,QNST,6.72,2012
1384336,QNST,8.69,2013
1384588,QNST,6.07,2014
1384840,QNST,4.29,2015
1385594,QNST,16.23,2018
1385846,QNST,15.31,2019
1386424,TMED,0.08,2012
1386675,TMED,0.11,2013
1386922,TMED,0.09,2014
1387173,TMED,0.04,2015
1387914,TMED,8.65,2018
1388158,TMED,4.12,2019
1388613,SAVE,17.73,2012
1388865,SAVE,45.41,2013
1389117,SAVE,75.58,2014
1389369,SAVE,39.85,2015
1390123,SAVE,57.92,2018
1390375,SAVE,40.31,2019
1390603,CDNA,7.25,2014
1390855,CDNA,6.4,2015
1391609,CDNA,25.14,2018
1391861,CDNA,21.57,2019
1392223,ZYXI,0.9,2007
1392476,ZYXI,1.09,2008
1392728,ZYXI,0.74,2009
1392980,ZYXI,0.42,2010
1393482,ZYXI,0.49,2012
1393734,ZYXI,0.26,2013
1393986,ZYXI,0.17,2014
1394238,ZYXI,0.45,2015
1394990,ZYXI,2.94,2018
1395242,ZYXI,7.87,2019
1395604,RGS,26.09,2007
1395857,RGS,13.66,2008
1396109,RGS,14.79,2009
1396361,RGS,15.9,2010
1396863,RGS,16.68,2012
1397115,RGS,14.51,2013
1397367,RGS,16.76,2014
1397619,RGS,14.15,2015
1398373,RGS,16.95,2018
1398625,RGS,17.87,2019
1398987,NVDA,31.26,2007
1399240,NVDA,7.42,2008
1399492,NVDA,17.17,2009
1399744,NVDA,14.15,2010
1400246,NVDA,11.34,2012
1400498,NVDA,15.14,2013
1400750,NVDA,19.29,2014
1401002,NVDA,32.23,2015
1401756,NVDA,132.68,2018
1402008,NVDA,234.78,2019
1402370,LTRX,4.56,2007
1402623,LTRX,3.36,2008
1402875,LTRX,3.24,2009
1403127,LTRX,3.7,2010
1403629,LTRX,1.98,2012
1403881,LTRX,1.56,2013
1404133,LTRX,1.89,2014
1404385,LTRX,1.13,2015
1405139,LTRX,2.94,2018
1405391,LTRX,3.55,2019
1405753,EL,17.75,2007
1406006,EL,12.85,2008
1406258,EL,20.31,2009
1406510,EL,34.22,2010
1407012,EL,54.49,2012
1407264,EL,69.32,2013
1407516,EL,70.94,2014
1407768,EL,82.98,2015
1408522,EL,127.47,2018
1408774,EL,204.38,2019
1409111,ARAY,15.22,2007
1409364,ARAY,5.16,2008
1409616,ARAY,5.61,2009
1409868,ARAY,6.75,2010
1410370,ARAY,6.43,2012
1410622,ARAY,8.7,2013
1410874,ARAY,7.55,2014
1411126,ARAY,6.75,2015
1411880,ARAY,3.41,2018
1412132,ARAY,2.82,2019
1412494,AEO,12.9,2007
1412747,AEO,5.99,2008
1412999,AEO,11.16,2009
1413251,AEO,10.22,2010
1413753,AEO,16.2,2012
1414005,AEO,11.66,2013
1414257,AEO,11.68,2014
1414509,AEO,13.44,2015
1415263,AEO,18.39,2018
1415515,AEO,14.33,2019
1415798,AOSL,12.83,2010
1416300,AOSL,8.4,2012
1416552,AOSL,7.71,2013
1416804,AOSL,8.85,2014
1417056,AOSL,9.19,2015
1417810,AOSL,10.19,2018
1418062,AOSL,13.62,2019
1418365,SMCI,7.67,2007
1418618,SMCI,6.33,2008
1418870,SMCI,11.12,2009
1419122,SMCI,11.54,2010
1419624,SMCI,10.2,2012
1419876,SMCI,17.16,2013
1420128,SMCI,34.88,2014
1420380,SMCI,24.51,2015
1421134,SMCI,13.8,2018
1421386,SMCI,24.02,2019
1421538,KE,12.02,2014
1421790,KE,10.99,2015
1422544,KE,15.49,2018
1422796,KE,17.55,2019
1423158,DESTQ,6.97,2007
1423411,DESTQ,3.15,2008
1423663,DESTQ,7.61,2009
1423915,DESTQ,15.2,2010
1424417,DESTQ,18.7,2012
1424669,DESTQ,26.64,2013
1424921,DESTQ,14.79,2014
1425173,DESTQ,8.51,2015
1425927,DESTQ,2.84,2018
1426179,DESTQ,0.03,2019
1426541,OSTK,15.53,2007
1426794,OSTK,10.78,2008
1427046,OSTK,13.56,2009
1427298,OSTK,16.48,2010
1427800,OSTK,14.31,2012
1428052,OSTK,30.79,2013
1428304,OSTK,24.27,2014
1428556,OSTK,12.28,2015
1429310,OSTK,13.58,2018
1429562,OSTK,7.05,2019
1429924,SKX,6.5,2007
1430177,SKX,4.27,2008
1430429,SKX,9.8,2009
1430681,SKX,6.67,2010
1431183,SKX,6.17,2012
1431435,SKX,11.04,2013
1431687,SKX,18.42,2014
1431939,SKX,30.21,2015
1432693,SKX,22.89,2018
1432945,SKX,43.19,2019
1433307,TIVO,16.0,2007
1433560,TIVO,11.04,2008
1433812,TIVO,27.82,2009
1434064,TIVO,54.13,2010
1434566,TIVO,13.47,2012
1434818,TIVO,17.19,2013
1435070,TIVO,19.72,2014
1435322,TIVO,14.54,2015
1436076,TIVO,9.04,2018
1436328,TIVO,8.48,2019
1436471,LRDC,1.55,2009
1436723,LRDC,0.64,2010
1437225,LRDC,0.1,2012
1437477,LRDC,0.35,2013
1437729,LRDC,0.38,2014
1437981,LRDC,0.22,2015
1438975,LRDC,0.02,2019
1439337,TECH,56.38,2007
1439590,TECH,55.28,2008
1439842,TECH,59.74,2009
1440094,TECH,58.21,2010
1440596,TECH,62.54,2012
1440848,TECH,88.07,2013
1441100,TECH,87.14,2014
1441352,TECH,86.01,2015
1442106,TECH,142.83,2018
1442358,TECH,218.06,2019
1442652,PAHC,28.55,2014
1442904,PAHC,27.57,2015
1443658,PAHC,30.6,2018
1443910,PAHC,24.07,2019
1444272,SCSC,32.35,2007
1444525,SCSC,19.27,2008
1444777,SCSC,26.7,2009
1445029,SCSC,31.9,2010
1445531,SCSC,31.77,2012
1445783,SCSC,42.43,2013
1446035,SCSC,40.16,2014
1446287,SCSC,32.22,2015
1447041,SCSC,34.38,2018
1447293,SCSC,36.95,2019
1447531,EXA,9.73,2012
1447783,EXA,13.26,2013
1448035,EXA,11.71,2014
1448287,EXA,11.61,2015
1449013,AEHR,6.1,2007
1449266,AEHR,2.05,2008
1449518,AEHR,1.32,2009
1449770,AEHR,1.2,2010
1450272,AEHR,0.85,2012
1450524,AEHR,3.09,2013
1450776,AEHR,2.55,2014
1451028,AEHR,1.88,2015
1451782,AEHR,1.41,2018
1452034,AEHR,2.0,2019
1452396,GLGI,0.15,2007
1452649,GLGI,0.06,2008
1452901,GLGI,0.13,2009
1453153,GLGI,0.07,2010
1453655,GLGI,0.3,2012
1453907,GLGI,0.39,2013
1454159,GLGI,0.31,2014
1454411,GLGI,0.21,2015
1455163,GLGI,0.6,2018
1455415,GLGI,0.46,2019
1456081,DXLG,5.18,2007
1456334,DXLG,0.52,2008
1456586,DXLG,2.33,2009
1456838,DXLG,4.74,2010
1457340,DXLG,4.2,2012
1457592,DXLG,6.54,2013
1457844,DXLG,5.46,2014
1458096,DXLG,5.52,2015
1458850,DXLG,2.17,2018
1459102,DXLG,1.28,2019
1459345,CETX,18.77,2015
1460099,CETX,4.59,2018
1460351,CETX,1.3,2019
1460508,ULTA,16.96,2007
1460761,ULTA,8.19,2008
1461013,ULTA,17.96,2009
1461265,ULTA,33.62,2010
1461767,ULTA,98.26,2012
1462019,ULTA,96.52,2013
1462271,ULTA,127.84,2014
1462523,ULTA,185.0,2015
1463277,ULTA,244.84,2018
1463529,ULTA,253.14,2019
1463891,CREE,27.47,2007
1464144,CREE,15.87,2008
1464396,CREE,56.37,2009
1464648,CREE,65.89,2010
1465150,CREE,33.98,2012
1465402,CREE,62.52,2013
1465654,CREE,32.22,2014
1465906,CREE,26.67,2015
1466660,CREE,42.78,2018
1466912,CREE,46.15,2019
1467274,CSII,31.0,2007
1467527,CSII,9.3,2008
1467779,CSII,4.59,2009
1468031,CSII,11.66,2010
1468533,CSII,12.55,2012
1468785,CSII,34.29,2013
1469037,CSII,30.08,2014
1469289,CSII,15.12,2015
1470043,CSII,28.49,2018
1470295,CSII,48.59,2019
1470469,BURL,32.0,2013
1470721,BURL,47.26,2014
1470973,BURL,42.9,2015
1471727,BURL,162.67,2018
1471979,BURL,228.03,2019
1472222,LNTH,3.38,2015
1472976,LNTH,15.65,2018
1473228,LNTH,20.51,2019
1473590,DKS,22.07,2007
1473843,DKS,11.22,2008
1474095,DKS,19.78,2009
1474347,DKS,29.82,2010
1474849,DKS,38.64,2012
1475101,DKS,49.97,2013
1475353,DKS,43.25,2014
1475605,DKS,31.15,2015
1476359,DKS,29.11,2018
1476611,DKS,47.53,2019
1476973,SMED,2.95,2007
1477226,SMED,1.6,2008
1477478,SMED,9.6,2009
1477730,SMED,4.43,2010
1478232,SMED,2.26,2012
1478484,SMED,4.73,2013
1478736,SMED,4.26,2014
1478988,SMED,8.7,2015
1479742,SMED,3.45,2018
1479994,SMED,4.22,2019
1480720,TPIC,24.58,2018
1480972,TPIC,18.51,2019
1481334,JCP,39.0,2007
1481587,JCP,17.88,2008
1481839,JCP,24.93,2009
1482091,JCP,31.17,2010
1482593,JCP,19.71,2012
1482845,JCP,9.15,2013
1483097,JCP,6.48,2014
1483349,JCP,6.66,2015
1484103,JCP,1.04,2018
1484355,JCP,1.12,2019
1484530,PFGC,23.14,2015
1485284,PFGC,32.27,2018
1485536,PFGC,51.48,2019
1486211,GES,22.63,2007
1486464,GES,9.29,2008
1486716,GES,26.0,2009
1486968,GES,30.84,2010
1487470,GES,17.68,2012
1487722,GES,23.0,2013
1487974,GES,16.2,2014
1488226,GES,15.18,2015
1488980,GES,19.69,2018
1489232,GES,21.89,2019
1489594,TTC,11.34,2007
1489847,TTC,6.99,2008
1490099,TTC,9.02,2009
1490351,TTC,13.48,2010
1490853,TTC,19.3,2012
1491105,TTC,28.9,2013
1491357,TTC,29.39,2014
1491609,TTC,34.16,2015
1492363,TTC,54.29,2018
1492615,TTC,78.4,2019
1492977,TECD,37.72,2007
1493230,TECD,17.84,2008
1493482,TECD,46.66,2009
1493734,TECD,44.02,2010
1494236,TECD,45.53,2012
1494488,TECD,51.6,2013
1494740,TECD,63.23,2014
1494992,TECD,66.38,2015
1495746,TECD,81.81,2018
1495998,TECD,143.6,2019
1496360,GPN,22.78,2007
1496613,GPN,16.09,2008
1496865,GPN,26.48,2009
1497117,GPN,22.76,2010
1497619,GPN,22.39,2012
1497871,GPN,32.17,2013
1498123,GPN,40.01,2014
1498375,GPN,63.99,2015
1499129,GPN,102.44,2018
1499381,GPN,181.57,2019
1499522,BAH,8.33,2010
1500024,BAH,10.3,2012
1500276,BAH,15.23,2013
1500528,BAH,23.77,2014
1500780,BAH,28.17,2015
1501534,BAH,43.55,2018
1501786,BAH,69.75,2019
1502096,LE,53.96,2014
1502348,LE,23.44,2015
1503102,LE,14.21,2018
1503354,LE,16.8,2019
1503716,MTRX,21.82,2007
1503969,MTRX,7.67,2008
1504221,MTRX,10.65,2009
1504473,MTRX,12.18,2010
1504975,MTRX,11.5,2012
1505227,MTRX,24.43,2013
1505479,MTRX,22.32,2014
1505731,MTRX,20.54,2015
1506485,MTRX,17.94,2018
1506737,MTRX,22.88,2019
1507464,PI,14.55,2018
1507716,PI,25.86,2019
1508255,AL,19.84,2012
1508507,AL,28.79,2013
1508759,AL,31.89,2014
1509011,AL,31.27,2015
1509765,AL,28.94,2018
1510017,AL,46.13,2019
1510233,LITE,22.02,2015
1510987,LITE,42.01,2018
1511239,LITE,79.3,2019
1511601,INTU,28.71,2007
1511854,INTU,21.61,2008
1512106,INTU,27.91,2009
1512358,INTU,44.78,2010
1512860,INTU,54.77,2012
1513112,INTU,71.07,2013
1513364,INTU,86.74,2014
1513616,INTU,91.8,2015
1514370,INTU,193.27,2018
1514622,INTU,259.2,2019
1514984,GIII,7.39,2007
1515237,GIII,3.2,2008
1515489,GIII,10.84,2009
1515741,GIII,17.58,2010
1516243,GIII,17.12,2012
1516495,GIII,36.98,2013
1516747,GIII,50.51,2014
1516999,GIII,44.26,2015
1517753,GIII,27.89,2018
1518005,GIII,33.5,2019
1518367,NTAP,20.61,2007
1518620,NTAP,11.53,2008
1518872,NTAP,28.37,2009
1519124,NTAP,45.38,2010
1519626,NTAP,27.7,2012
1519878,NTAP,34.22,2013
1520130,NTAP,35.05,2014
1520382,NTAP,22.89,2015
1521136,NTAP,54.83,2018
1521388,NTAP,58.91,2019
1521749,PTE,38.68,2007
1521999,PTE,17.47,2008
1522251,PTE,32.95,2009
1522503,PTE,22.06,2010
1523005,PTE,30.37,2012
1523257,PTE,16.91,2013
1523509,PTE,5.16,2014
1523761,PTE,4.26,2015
1524515,PTE,13.49,2018
1524767,PTE,2.6,2019
1525129,HPQ,17.98,2007
1525382,HPQ,13.02,2008
1525634,HPQ,18.64,2009
1525886,HPQ,15.35,2010
1526388,HPQ,5.42,2012
1526640,HPQ,10.91,2013
1526892,HPQ,15.92,2014
1527144,HPQ,9.96,2015
1527898,HPQ,18.84,2018
1528150,HPQ,19.57,2019
1528512,JWN,24.66,2007
1528765,JWN,9.21,2008
1529017,JWN,26.79,2009
1529269,JWN,30.85,2010
1529771,JWN,40.54,2012
1530023,JWN,47.81,2013
1530275,JWN,62.61,2014
1530527,JWN,42.98,2015
1531281,JWN,44.07,2018
1531533,JWN,40.37,2019
1531895,AAP,36.26,2007
1532148,AAP,32.34,2008
1532400,AAP,39.13,2009
1532652,AAP,64.24,2010
1533154,AAP,70.76,2012
1533406,AAP,108.54,2013
1533658,AAP,156.48,2014
1533910,AAP,148.09,2015
1534664,AAP,155.76,2018
1534916,AAP,158.68,2019
1535278,ADSK,49.76,2007
1535531,ADSK,19.65,2008
1535783,ADSK,25.41,2009
1536035,ADSK,38.2,2010
1536537,ADSK,35.35,2012
1536789,ADSK,50.32,2013
1537041,ADSK,60.06,2014
1537293,ADSK,60.93,2015
1538047,ADSK,128.61,2018
1538299,ADSK,183.46,2019
1538661,M,16.74,2007
1538914,M,6.93,2008
1539166,M,11.41,2009
1539418,M,17.38,2010
1539920,M,27.73,2012
1540172,M,38.73,2013
1540424,M,48.64,2014
1540676,M,26.56,2015
1541430,M,26.19,2018
1541682,M,16.17,2019
1542044,APD,70.57,2007
1542297,APD,36.87,2008
1542549,APD,61.03,2009
1542801,APD,70.23,2010
1543303,APD,68.7,2012
1543555,APD,94.06,2013
1543807,APD,124.25,2014
1544059,APD,114.77,2015
1544813,APD,152.51,2018
1545065,APD,228.75,2019
1545427,SMTC,15.52,2007
1545680,SMTC,11.27,2008
1545932,SMTC,17.01,2009
1546184,SMTC,22.64,2010
1546686,SMTC,28.95,2012
1546938,SMTC,25.28,2013
1547190,SMTC,27.57,2014
1547442,SMTC,18.92,2015
1548196,SMTC,45.87,2018
1548448,SMTC,52.9,2019
1548810,BFB,11.75,2007
1549063,BFB,10.42,2008
1549315,BFB,11.12,2009
1549567,BFB,14.96,2010
1550069,BFB,22.38,2012
1550321,BFB,27.15,2013
1550573,BFB,31.97,2014
1550825,BFB,36.62,2015
1551579,BFB,46.35,2018
1551831,BFB,66.62,2019
1552193,SIG,22.26,2007
1552446,SIG,7.25,2008
1552698,SIG,22.33,2009
1552950,SIG,36.27,2010
1553452,SIG,45.18,2012
1553704,SIG,67.13,2013
1553956,SIG,113.01,2014
1554208,SIG,106.92,2015
1554962,SIG,29.05,2018
1555214,SIG,21.44,2019
1555576,OXM,19.71,2007
1555829,OXM,6.95,2008
1556081,OXM,17.19,2009
1556333,OXM,21.68,2010
1556835,OXM,40.36,2012
1557087,OXM,71.05,2013
1557339,OXM,49.22,2014
1557591,OXM,57.67,2015
1558345,OXM,67.55,2018
1558597,OXM,73.14,2019
1558959,LB,8.52,2007
1559212,LB,4.71,2008
1559464,LB,9.47,2009
1559716,LB,17.62,2010
1560218,LB,32.96,2012
1560470,LB,44.3,2013
1560722,LB,64.53,2014
1560974,LB,74.7,2015
1561728,LB,23.89,2018
1561980,LB,17.85,2019
1562342,LOW,17.8,2007
1562595,LOW,17.21,2008
1562847,LOW,19.03,2009
1563099,LOW,20.77,2010
1563601,LOW,30.69,2012
1563853,LOW,43.52,2013
1564105,LOW,61.44,2014
1564357,LOW,68.9,2015
1565111,LOW,88.41,2018
1565363,LOW,116.91,2019
1565725,KSS,31.79,2007
1565978,KSS,25.12,2008
1566230,KSS,37.43,2009
1566482,KSS,37.71,2010
1566984,KSS,31.28,2012
1567236,KSS,42.44,2013
1567488,KSS,46.93,2014
1567740,KSS,37.79,2015
1568494,KSS,60.05,2018
1568746,KSS,48.5,2019
1568910,WDAY,54.5,2012
1569162,WDAY,83.16,2013
1569414,WDAY,81.61,2014
1569666,WDAY,79.68,2015
1570420,WDAY,159.68,2018
1570672,WDAY,164.45,2019
1571034,BRCD,6.91,2007
1571287,BRCD,2.66,2008
1571539,BRCD,7.18,2009
1571791,BRCD,4.98,2010
1572293,BRCD,5.02,2012
1572545,BRCD,8.34,2013
1572797,BRCD,11.26,2014
1573049,BRCD,8.87,2015
1573776,COO,37.64,2007
1574029,COO,16.26,2008
1574281,COO,37.89,2009
1574533,COO,56.09,2010
1575035,COO,92.23,2012
1575287,COO,123.57,2013
1575539,COO,161.8,2014
1575791,COO,134.01,2015
1576545,COO,254.38,2018
1576797,COO,321.2,2019
1576959,KEYS,33.77,2014
1577211,KEYS,28.33,2015
1577965,KEYS,62.08,2018
1578217,KEYS,102.63,2019
1578579,ABC,18.44,2007
1578832,ABC,14.79,2008
1579084,ABC,21.88,2009
1579336,ABC,28.96,2010
1579838,ABC,37.68,2012
1580090,ABC,62.31,2013
1580342,ABC,80.97,2014
1580594,ABC,94.24,2015
1581348,ABC,71.18,2018
1581600,ABC,82.89,2019
1581962,CRL,65.8,2007
1582215,CRL,26.2,2008
1582467,CRL,33.69,2009
1582719,CRL,35.54,2010
1583221,CRL,37.47,2012
1583473,CRL,53.04,2013
1583725,CRL,63.64,2014
1583977,CRL,80.39,2015
1584731,CRL,113.18,2018
1584983,CRL,152.76,2019
1585345,EXTR,3.54,2007
1585598,EXTR,2.34,2008
1585850,EXTR,2.87,2009
1586102,EXTR,3.09,2010
1586604,EXTR,3.64,2012
1586856,EXTR,6.98,2013
1587108,EXTR,3.53,2014
1587360,EXTR,4.08,2015
1588114,EXTR,6.1,2018
1588366,EXTR,7.37,2019
1588728,MEIP,173.4,2007
1588981,MEIP,42.0,2008
1589233,MEIP,42.0,2009
1589485,MEIP,5.82,2010
1589987,MEIP,7.0,2012
1590239,MEIP,8.01,2013
1590491,MEIP,4.27,2014
1590743,MEIP,1.6,2015
1591497,MEIP,2.64,2018
1591749,MEIP,2.48,2019
1591958,ELMD,3.55,2010
1592460,ELMD,1.35,2012
1592712,ELMD,3.4,2013
1592964,ELMD,2.66,2014
1593216,ELMD,1.9,2015
1593970,ELMD,5.09,2018
1594222,ELMD,8.65,2019
1594584,NDSN,24.89,2007
1594837,NDSN,14.08,2008
1595089,NDSN,27.19,2009
1595341,NDSN,41.29,2010
1595843,NDSN,57.85,2012
1596095,NDSN,68.74,2013
1596347,NDSN,72.9,2014
1596599,NDSN,60.77,2015
1597353,NDSN,116.63,2018
1597605,NDSN,160.81,2019
1597967,KIRK,0.93,2007
1598220,KIRK,2.5,2008
1598472,KIRK,16.42,2009
1598724,KIRK,13.26,2010
1599226,KIRK,10.01,2012
1599478,KIRK,22.37,2013
1599730,KIRK,22.34,2014
1599982,KIRK,14.5,2015
1600736,KIRK,9.53,2018
1600988,KIRK,1.24,2019
1601350,HURC,39.79,2007
1601603,HURC,10.94,2008
1601855,HURC,13.49,2009
1602107,HURC,21.56,2010
1602609,HURC,20.96,2012
1602861,HURC,22.93,2013
1603113,HURC,31.53,2014
1603365,HURC,24.83,2015
1604119,HURC,34.41,2018
1604371,HURC,37.47,2019
1604733,ANF,55.44,2007
1604986,ANF,16.28,2008
1605238,ANF,25.17,2009
1605490,ANF,42.41,2010
1605992,ANF,36.37,2012
1606244,ANF,25.45,2013
1606496,ANF,22.63,2014
1606748,ANF,22.11,2015
1607502,ANF,18.84,2018
1607754,ANF,17.0,2019
1608116,CASY,25.87,2007
1608369,CASY,20.12,2008
1608621,CASY,28.53,2009
1608873,CASY,38.42,2010
1609375,CASY,49.18,2012
1609627,CASY,65.79,2013
1609879,CASY,85.49,2014
1610131,CASY,115.02,2015
1610885,CASY,125.65,2018
1611137,CASY,157.2,2019
1611499,NEE,11.19,2007
1611752,NEE,8.57,2008
1612004,NEE,9.32,2009
1612256,NEE,9.54,2010
1612758,NEE,13.71,2012
1613010,NEE,17.55,2013
1613262,NEE,22.45,2014
1613514,NEE,22.61,2015
1614268,NEE,41.13,2018
1614520,NEE,58.69,2019
1614882,D,27.17,2007
1615135,D,21.31,2008
1615387,D,24.41,2009
1615639,D,28.02,2010
1616141,D,36.86,2012
1616393,D,47.86,2013
1616645,D,58.87,2014
1616897,D,53.71,2015
1617651,D,64.21,2018
1617903,D,78.02,2019
1618265,SO,20.58,2007
1618518,SO,20.57,2008
1618770,SO,19.57,2009
1619022,SO,23.63,2010
1619524,SO,28.93,2012
1619776,SO,29.07,2013
1620028,SO,36.41,2014
1620280,SO,36.38,2015
1621034,SO,39.43,2018
1621286,SO,59.78,2019
1621648,SCG,26.33,2007
1621901,SCG,23.36,2008
1622153,SCG,26.22,2009
1622405,SCG,29.69,2010
1622907,SCG,36.52,2012
1623159,SCG,39.16,2013
1623411,SCG,52.47,2014
1623663,SCG,54.74,2015
1624417,SCG,47.78,2018
1624668,DUK,32.04,2007
1624921,DUK,25.1,2008
1625173,DUK,30.63,2009
