,Ticker,Adj. Close,Year
3698731,EEFT,72.43,2015
3699485,EEFT,102.38,2018
3699737,EEFT,157.56,2019
3700099,AFG,16.82,2007
3700352,AFG,13.61,2008
3700604,AFG,15.2,2009
3700856,AFG,20.07,2010
3701358,AFG,25.7,2012
3701610,AFG,38.85,2013
3701862,AFG,42.21,2014
3702114,AFG,51.61,2015
3702868,AFG,72.94,2018
3703120,AFG,92.69,2019
3703482,MNKD,39.8,2007
3703735,MNKD,17.15,2008
3703987,MNKD,43.8,2009
3704239,MNKD,40.3,2010
3704741,MNKD,11.55,2012
3704993,MNKD,26.0,2013
3705245,MNKD,26.08,2014
3705497,MNKD,7.25,2015
3706251,MNKD,1.06,2018
3706503,MNKD,1.29,2019
3706865,CSGP,47.25,2007
3707118,CSGP,32.94,2008
3707370,CSGP,41.77,2009
3707622,CSGP,57.56,2010
3708124,CSGP,89.37,2012
3708376,CSGP,184.58,2013
3708628,CSGP,183.63,2014
3708880,CSGP,206.69,2015
3709634,CSGP,337.34,2018
3709886,CSGP,598.3,2019
3710248,SGEN,11.4,2007
3710501,SGEN,8.94,2008
3710753,SGEN,10.16,2009
3711005,SGEN,14.95,2010
3711507,SGEN,23.17,2012
3711759,SGEN,39.89,2013
3712011,SGEN,32.13,2014
3712263,SGEN,44.88,2015
3713017,SGEN,56.66,2018
3713269,SGEN,114.26,2019
3713520,ASPN,7.98,2014
3713772,ASPN,6.07,2015
3714526,ASPN,2.13,2018
3714778,ASPN,7.76,2019
3715140,MODV,28.14,2007
3715393,MODV,1.45,2008
3715645,MODV,15.8,2009
3715897,MODV,16.07,2010
3716399,MODV,16.99,2012
3716651,MODV,25.72,2013
3716903,MODV,36.44,2014
3717155,MODV,46.92,2015
3717909,MODV,60.02,2018
3718161,MODV,59.18,2019
3718523,HTH,10.23,2007
3718776,HTH,9.12,2008
3719028,HTH,10.9,2009
3719280,HTH,9.29,2010
3719782,HTH,12.68,2012
3720034,HTH,21.67,2013
3720286,HTH,18.69,2014
3720538,HTH,18.0,2015
3721292,HTH,17.12,2018
3721544,HTH,24.3,2019
3721762,SYF,26.28,2014
3722014,SYF,26.87,2015
3722768,SYF,21.8,2018
3723020,SYF,34.32,2019
3723382,RGC,8.46,2007
3723635,RGC,5.18,2008
3723887,RGC,7.77,2009
3724139,RGC,7.36,2010
3724641,RGC,10.57,2012
3724893,RGC,15.46,2013
3725145,RGC,18.55,2014
3725397,RGC,17.12,2015
3726193,AXON,14.39,2007
3726446,AXON,5.28,2008
3726698,AXON,4.38,2009
3726950,AXON,4.7,2010
3727452,AXON,8.94,2012
3727704,AXON,15.88,2013
3727956,AXON,26.48,2014
3728208,AXON,17.29,2015
3728962,AXON,43.75,2018
3729214,AXON,73.28,2019
3729576,BCO,28.12,2007
3729829,BCO,22.93,2008
3730081,BCO,21.07,2009
3730333,BCO,23.67,2010
3730835,BCO,25.9,2012
3731087,BCO,31.42,2013
3731339,BCO,22.81,2014
3731591,BCO,27.35,2015
3732345,BCO,63.08,2018
3732597,BCO,89.11,2019
3732911,CSLT,11.7,2014
3733163,CSLT,4.27,2015
3733917,CSLT,2.17,2018
3734169,CSLT,1.33,2019
3734531,STRM,1.82,2007
3734784,STRM,1.98,2008
3735036,STRM,2.33,2009
3735288,STRM,1.64,2010
3735790,STRM,5.69,2012
3736042,STRM,6.98,2013
3736294,STRM,4.33,2014
3736546,STRM,1.41,2015
3737300,STRM,0.81,2018
3737552,STRM,1.39,2019
3738230,TRHC,63.76,2018
3738482,TRHC,48.68,2019
3738844,OMCL,26.93,2007
3739097,OMCL,12.21,2008
3739349,OMCL,11.69,2009
3739601,OMCL,14.45,2010
3740103,OMCL,14.87,2012
3740355,OMCL,25.53,2013
3740607,OMCL,33.12,2014
3740859,OMCL,31.08,2015
3741613,OMCL,61.24,2018
3741865,OMCL,81.72,2019
3742227,SLP,3.04,2007
3742480,SLP,0.73,2008
3742732,SLP,1.1,2009
3742984,SLP,2.14,2010
3743486,SLP,3.78,2012
3743738,SLP,4.44,2013
3743990,SLP,6.06,2014
3744242,SLP,9.26,2015
3744996,SLP,19.59,2018
3745248,SLP,28.88,2019
3745504,OTRK,6.06,2013
3745756,OTRK,12.6,2014
3746008,OTRK,2.16,2015
3746762,OTRK,9.37,2018
3747014,OTRK,16.31,2019
3747376,MDRX,6.74,2007
3747629,MDRX,9.92,2008
3747881,MDRX,20.23,2009
3748133,MDRX,19.27,2010
3748635,MDRX,9.42,2012
3748887,MDRX,15.46,2013
3749139,MDRX,12.77,2014
3749391,MDRX,15.38,2015
3750145,MDRX,9.64,2018
3750397,MDRX,9.82,2019
3750758,NXGN,11.9,2007
3751011,NXGN,17.56,2008
3751263,NXGN,25.88,2009
3751515,NXGN,29.33,2010
3752017,NXGN,15.29,2012
3752269,NXGN,19.23,2013
3752521,NXGN,14.88,2014
3752773,NXGN,16.12,2015
3753527,NXGN,15.15,2018
3753779,NXGN,16.07,2019
3754141,NTUS,19.35,2007
3754394,NTUS,12.95,2008
3754646,NTUS,14.79,2009
3754898,NTUS,14.18,2010
3755400,NTUS,11.16,2012
3755652,NTUS,22.5,2013
3755904,NTUS,36.04,2014
3756156,NTUS,48.05,2015
3756910,NTUS,34.03,2018
3757162,NTUS,32.99,2019
3757405,MDSO,7.81,2009
3757657,MDSO,11.94,2010
3758159,MDSO,19.59,2012
3758411,MDSO,60.5,2013
3758663,MDSO,47.75,2014
3758915,MDSO,49.29,2015
3759669,MDSO,67.42,2018
3760128,HSTM,3.36,2007
3760381,HSTM,2.24,2008
3760633,HSTM,3.79,2009
3760885,HSTM,7.72,2010
3761387,HSTM,23.34,2012
3761639,HSTM,31.33,2013
3761891,HSTM,28.31,2014
3762143,HSTM,21.13,2015
3762897,HSTM,24.15,2018
3763149,HSTM,27.2,2019
3763373,MTBC,2.34,2014
3763625,MTBC,1.2,2015
3764379,MTBC,3.8,2018
3764631,MTBC,4.06,2019
3764966,INOV,17.0,2015
3765720,INOV,14.18,2018
3765972,INOV,18.82,2019
3766334,CPSI,14.36,2007
3766587,CPSI,17.99,2008
3766839,CPSI,32.22,2009
3767091,CPSI,33.9,2010
3767593,CPSI,39.41,2012
3767845,CPSI,50.28,2013
3768097,CPSI,51.22,2014
3768349,CPSI,44.27,2015
3769103,CPSI,24.44,2018
3769355,CPSI,26.1,2019
3769599,BX,9.84,2007
3769852,BX,3.21,2008
3770104,BX,6.93,2009
3770356,BX,7.81,2010
3770858,BX,9.28,2012
3771110,BX,19.82,2013
3771362,BX,22.59,2014
3771614,BX,21.45,2015
3772368,BX,26.93,2018
3772620,BX,52.86,2019
3772954,SINT,4320.0,2014
3773206,SINT,640.98,2015
3773960,SINT,5.4,2018
3774212,SINT,1.49,2019
3774392,ARI,5.5,2009
3774644,ARI,5.46,2010
3775146,ARI,6.66,2012
3775398,ARI,7.35,2013
3775650,ARI,8.15,2014
3775902,ARI,9.54,2015
3776656,ARI,12.59,2018
3776908,ARI,15.25,2019
3777323,UI,11.8,2012
3777575,UI,44.68,2013
3777827,UI,28.96,2014
3778079,UI,30.96,2015
3778833,UI,97.62,2018
3779085,UI,187.08,2019
3779447,SMSI,33.88,2007
3779700,SMSI,22.24,2008
3779952,SMSI,36.6,2009
3780204,SMSI,62.96,2010
3780706,SMSI,6.0,2012
3780958,SMSI,5.92,2013
3781210,SMSI,3.88,2014
3781462,SMSI,2.92,2015
3782216,SMSI,1.8,2018
3782468,SMSI,3.98,2019
3782718,QEP,35.01,2010
3783220,QEP,29.33,2012
3783472,QEP,29.78,2013
3783724,QEP,19.7,2014
3783976,QEP,13.12,2015
3784730,QEP,5.51,2018
3784982,QEP,4.45,2019
3785151,HUBS,33.61,2014
3785403,HUBS,56.31,2015
3786157,HUBS,125.73,2018
3786409,HUBS,158.5,2019
3786771,GWW,67.93,2007
3787024,GWW,62.37,2008
3787276,GWW,78.24,2009
3787528,GWW,113.69,2010
3788030,GWW,172.05,2012
3788282,GWW,220.29,2013
3788534,GWW,223.62,2014
3788786,GWW,181.32,2015
3789540,GWW,269.82,2018
3789792,GWW,329.92,2019
3790154,RYN,13.52,2007
3790407,RYN,9.42,2008
3790659,RYN,13.43,2009
3790911,RYN,17.47,2010
3791413,RYN,27.81,2012
3791665,RYN,23.42,2013
3791917,RYN,22.09,2014
3792169,RYN,18.3,2015
3792923,RYN,25.35,2018
3793175,RYN,31.09,2019
3793537,OPY,30.69,2007
3793790,OPY,9.51,2008
3794042,OPY,25.15,2009
3794294,OPY,20.18,2010
3794796,OPY,13.96,2012
3795048,OPY,20.51,2013
3795300,OPY,19.6,2014
3795552,OPY,15.06,2015
3796306,OPY,23.73,2018
3796558,OPY,25.96,2019
3796920,BZH,32.9,2007
3797173,BZH,7.0,2008
3797425,BZH,21.43,2009
3797677,BZH,23.87,2010
3798179,BZH,16.89,2012
3798431,BZH,24.42,2013
3798683,BZH,19.36,2014
3798935,BZH,11.49,2015
3799689,BZH,9.48,2018
3799941,BZH,14.13,2019
3800303,SNDK,32.1,2007
3800556,SNDK,9.29,2008
3800808,SNDK,28.06,2009
3801060,SNDK,48.25,2010
3801562,SNDK,42.1,2012
3801814,SNDK,68.75,2013
3802066,SNDK,96.69,2014
3802318,SNDK,75.99,2015
3802666,FORR,22.41,2007
3802919,FORR,22.56,2008
3803171,FORR,20.75,2009
3803423,FORR,30.85,2010
3803925,FORR,23.87,2012
3804177,FORR,34.69,2013
3804429,FORR,36.3,2014
3804681,FORR,26.79,2015
3805435,FORR,44.7,2018
3805687,FORR,41.7,2019
3806049,HRB,11.24,2007
3806302,HRB,14.13,2008
3806554,HRB,14.56,2009
3806806,HRB,7.99,2010
3807308,HRB,13.66,2012
3807560,HRB,21.99,2013
3807812,HRB,26.14,2014
3808064,HRB,26.48,2015
3808818,HRB,22.5,2018
3809070,HRB,21.7,2019
3809216,MWW,12.09,2008
3809468,MWW,17.4,2009
3809720,MWW,23.63,2010
3810222,MWW,5.62,2012
3810474,MWW,7.13,2013
3810726,MWW,4.62,2014
3810978,MWW,5.73,2015
3811379,ALLY,21.1,2014
3811631,ALLY,16.65,2015
3812385,ALLY,21.23,2018
3812637,ALLY,29.29,2019
3812999,KND,10.99,2007
3813252,KND,5.73,2008
3813504,KND,8.12,2009
3813756,KND,8.08,2010
3814258,KND,4.76,2012
3814510,KND,8.83,2013
3814762,KND,8.31,2014
3815014,KND,5.59,2015
3815894,NJR,10.53,2007
3816147,NJR,12.86,2008
3816399,NJR,12.67,2009
3816651,NJR,15.15,2010
3817153,NJR,15.03,2012
3817405,NJR,18.38,2013
3817657,NJR,25.34,2014
3817909,NJR,28.21,2015
3818663,NJR,42.31,2018
3818915,NJR,42.36,2019
3819277,ALT,30.53,2007
3819530,ALT,17.78,2008
3819782,ALT,15.15,2009
3820034,ALT,32.7,2010
3820536,ALT,8.66,2012
3820788,ALT,14.38,2013
3821040,ALT,13.99,2014
3821292,ALT,14.69,2015
3822046,ALT,2.06,2018
3822298,ALT,1.89,2019
3822609,SSNT,0.09,2012
3822861,SSNT,0.05,2013
3823113,SSNT,0.16,2014
3823364,SSNT,2.04,2015
3824118,SSNT,1.81,2018
3824370,SSNT,3.48,2019
3824530,CODA,1.68,2008
3824782,CODA,0.33,2009
3825528,CODA,1.12,2012
3825780,CODA,3.29,2013
3826032,CODA,0.84,2014
3826284,CODA,1.4,2015
3827038,CODA,5.82,2018
3827290,CODA,8.37,2019
3827652,NHTC,0.75,2007
3827905,NHTC,0.19,2008
3828157,NHTC,0.09,2009
3828409,NHTC,0.07,2010
3828911,NHTC,0.63,2012
3829163,NHTC,1.99,2013
3829415,NHTC,7.14,2014
3829667,NHTC,21.0,2015
3830421,NHTC,14.09,2018
3830673,NHTC,4.39,2019
3831035,CLCT,4.82,2007
3831288,CLCT,1.38,2008
3831540,CLCT,4.52,2009
3831792,CLCT,7.35,2010
3832294,CLCT,6.35,2012
3832546,CLCT,11.88,2013
3832798,CLCT,15.38,2014
3833050,CLCT,12.27,2015
3833804,CLCT,10.75,2018
3834056,CLCT,22.54,2019
3834418,AWRE,1.9,2007
3834671,AWRE,0.84,2008
3834923,AWRE,1.27,2009
3835175,AWRE,1.28,2010
3835677,AWRE,4.06,2012
3835929,AWRE,4.53,2013
3836181,AWRE,4.54,2014
3836433,AWRE,3.26,2015
3837187,AWRE,3.61,2018
3837439,AWRE,3.36,2019
3837801,PMD,7.87,2007
3838054,PMD,3.6,2008
3838306,PMD,4.52,2009
3838558,PMD,5.33,2010
3839060,PMD,7.78,2012
3839312,PMD,11.14,2013
3839564,PMD,11.94,2014
3839816,PMD,8.36,2015
3840570,PMD,14.51,2018
3840822,PMD,8.97,2019
3841184,UG,5.29,2007
3841437,UG,4.94,2008
3841689,UG,6.54,2009
3841941,UG,8.36,2010
3842443,UG,13.23,2012
3842695,UG,19.64,2013
3842947,UG,14.25,2014
3843199,UG,14.44,2015
3843953,UG,16.1,2018
3844205,UG,18.21,2019
3844567,FONR,5.2,2007
3844820,FONR,0.83,2008
3845072,FONR,1.57,2009
3845324,FONR,1.3,2010
3845826,FONR,4.33,2012
3846078,FONR,21.21,2013
3846330,FONR,10.4,2014
3846582,FONR,17.26,2015
3847336,FONR,20.24,2018
3847588,FONR,19.69,2019
3847877,TMUS,26.1,2007
3848130,TMUS,19.93,2008
3848382,TMUS,10.24,2009
3848634,TMUS,16.95,2010
3849136,TMUS,13.34,2012
3849388,TMUS,33.64,2013
3849640,TMUS,26.94,2014
3849892,TMUS,39.12,2015
3850646,TMUS,63.61,2018
3850898,TMUS,78.42,2019
3851260,TZOO,13.68,2007
3851513,TZOO,5.56,2008
3851765,TZOO,12.29,2009
3852017,TZOO,41.38,2010
3852519,TZOO,18.99,2012
3852771,TZOO,21.32,2013
3853023,TZOO,12.62,2014
3853275,TZOO,8.37,2015
3854029,TZOO,9.83,2018
3854281,TZOO,10.7,2019
3854643,UTMD,21.57,2007
3854896,UTMD,16.48,2008
3855148,UTMD,22.81,2009
3855400,UTMD,22.19,2010
3855902,UTMD,31.74,2012
3856154,UTMD,51.34,2013
3856406,UTMD,54.95,2014
3856658,UTMD,54.55,2015
3857412,UTMD,80.8,2018
3857664,UTMD,106.21,2019
3858026,RMCF,9.35,2007
3858279,RMCF,3.26,2008
3858531,RMCF,5.25,2009
3858783,RMCF,6.53,2010
3859285,RMCF,7.75,2012
3859537,RMCF,8.82,2013
3859789,RMCF,10.34,2014
3860041,RMCF,8.8,2015
3860795,RMCF,7.97,2018
3861047,RMCF,9.1,2019
3861204,NTIP,1.34,2013
3861456,NTIP,1.87,2014
3861708,NTIP,1.77,2015
3862462,NTIP,2.01,2018
3862714,NTIP,2.05,2019
3863076,HIBB,19.98,2007
3863329,HIBB,15.71,2008
3863581,HIBB,21.99,2009
3863833,HIBB,36.9,2010
3864335,HIBB,52.7,2012
3864587,HIBB,67.15,2013
3864839,HIBB,48.43,2014
3865091,HIBB,30.24,2015
3865845,HIBB,14.3,2018
3866097,HIBB,28.04,2019
3866459,RCII,11.33,2007
3866712,RCII,13.78,2008
3866964,RCII,13.83,2009
3867216,RCII,25.33,2010
3867718,RCII,28.02,2012
3867970,RCII,27.84,2013
3868222,RCII,31.27,2014
3868474,RCII,13.46,2015
3869228,RCII,15.15,2018
3869480,RCII,27.25,2019
3869842,EPM,3.62,2007
3870095,EPM,0.86,2008
3870347,EPM,3.14,2009
3870599,EPM,4.68,2010
3871101,EPM,5.83,2012
3871353,EPM,8.92,2013
3871605,EPM,5.6,2014
3871857,EPM,3.75,2015
3872611,EPM,5.99,2018
3872863,EPM,5.12,2019
3873225,AJRD,10.53,2007
3873478,AJRD,3.32,2008
3873730,AJRD,6.32,2009
3873982,AJRD,4.67,2010
3874484,AJRD,8.26,2012
3874736,AJRD,16.27,2013
3874988,AJRD,16.52,2014
3875240,AJRD,14.14,2015
3875994,AJRD,31.81,2018
3876246,AJRD,41.23,2019
3876392,LL,8.99,2007
3876645,LL,10.56,2008
3876897,LL,26.8,2009
3877149,LL,24.91,2010
3877651,LL,52.83,2012
3877903,LL,102.89,2013
3878155,LL,66.31,2014
3878407,LL,17.36,2015
3879161,LL,9.52,2018
3879413,LL,9.77,2019
3879775,IIN,12.48,2007
3880028,IIN,3.6,2008
3880280,IIN,3.22,2009
3880532,IIN,3.91,2010
3881034,IIN,4.05,2012
3881286,IIN,3.85,2013
3881538,IIN,6.87,2014
3881790,IIN,7.58,2015
3882544,IIN,26.38,2018
3882796,IIN,18.0,2019
3883013,SFM,38.43,2013
3883265,SFM,33.98,2014
3883517,SFM,26.59,2015
3884271,SFM,23.51,2018
3884523,SFM,19.35,2019
3884688,FDC,16.02,2015
3885442,FDC,16.91,2018
3885842,CNVR,21.9,2007
3886095,CNVR,6.84,2008
3886347,CNVR,10.12,2009
3886599,CNVR,16.03,2010
3887101,CNVR,19.41,2012
3887353,CNVR,23.37,2013
3887842,SJI,11.23,2007
3888095,SJI,12.79,2008
3888347,SJI,12.7,2009
3888599,SJI,18.1,2010
3889101,SJI,18.31,2012
3889353,SJI,21.02,2013
3889605,SJI,22.88,2014
3889857,SJI,19.05,2015
3890611,SJI,24.98,2018
3890863,SJI,30.74,2019
3891225,CY,6.43,2007
3891478,CY,3.3,2008
3891730,CY,7.81,2009
3891982,CY,13.74,2010
3892484,CY,8.44,2012
3892736,CY,8.53,2013
3892988,CY,12.06,2014
3893240,CY,8.61,2015
3893994,CY,12.39,2018
3894246,CY,23.22,2019
3894570,NKTR,6.71,2007
3894823,NKTR,5.56,2008
3895075,NKTR,9.32,2009
3895327,NKTR,12.85,2010
3895829,NKTR,7.41,2012
3896081,NKTR,11.35,2013
3896333,NKTR,15.5,2014
3896585,NKTR,16.85,2015
3897339,NKTR,32.87,2018
3897591,NKTR,21.59,2019
3897953,TR,16.66,2007
3898206,TR,16.28,2008
3898458,TR,18.18,2009
3898710,TR,20.05,2010
3899212,TR,19.89,2012
3899464,TR,25.99,2013
3899716,TR,25.49,2014
3899968,TR,27.36,2015
3900722,TR,31.66,2018
3900974,TR,32.68,2019
3901336,GNW,24.57,2007
3901589,GNW,2.83,2008
3901841,GNW,11.35,2009
3902093,GNW,13.14,2010
3902595,GNW,7.51,2012
3902847,GNW,15.53,2013
3903099,GNW,8.5,2014
3903351,GNW,3.73,2015
3904105,GNW,4.66,2018
3904357,GNW,4.4,2019
3904719,NACCO,6.19,2007
3904972,NACCO,2.39,2008
3905224,NACCO,3.37,2009
3905476,NACCO,7.55,2010
3905978,NACCO,13.94,2012
3906230,NACCO,14.53,2013
3906482,NACCO,14.13,2014
3906734,NACCO,10.24,2015
3907488,NACCO,31.93,2018
3907740,NACCO,44.83,2019
3908102,ODP,122.11,2007
3908355,ODP,26.16,2008
3908607,ODP,56.62,2009
3908859,ODP,47.41,2010
3909361,ODP,28.79,2012
3909613,ODP,46.44,2013
3909865,ODP,75.28,2014
3910117,ODP,49.51,2015
3910871,ODP,24.35,2018
3911123,ODP,27.11,2019
3911485,LGL,6.8,2007
3911738,LGL,1.95,2008
3911990,LGL,3.29,2009
3912242,LGL,17.99,2010
3912744,LGL,5.25,2012
3912996,LGL,5.41,2013
3913248,LGL,3.58,2014
3913500,LGL,3.7,2015
3914254,LGL,6.1,2018
3914506,LGL,15.0,2019
3914868,AGX,9.75,2007
3915121,AGX,7.96,2008
3915373,AGX,10.51,2009
3915625,AGX,6.77,2010
3916127,AGX,14.09,2012
3916379,AGX,22.33,2013
3916631,AGX,27.88,2014
3916883,AGX,27.39,2015
3917637,AGX,34.19,2018
3917889,AGX,37.13,2019
3918251,UVE,3.18,2007
3918504,UVE,1.22,2008
3918756,UVE,3.32,2009
3919008,UVE,2.94,2010
3919510,UVE,3.25,2012
3919762,UVE,11.43,2013
3920014,UVE,16.74,2014
3920266,UVE,19.5,2015
3921020,UVE,34.55,2018
3921272,UVE,26.18,2019
3921634,CDE,49.4,2007
3921887,CDE,8.8,2008
3922139,CDE,18.06,2009
3922391,CDE,27.32,2010
3922893,CDE,24.6,2012
3923145,CDE,10.85,2013
3923397,CDE,5.11,2014
3923649,CDE,2.48,2015
3924403,CDE,4.47,2018
3924655,CDE,8.08,2019
3924907,TSE,14.93,2014
3925159,TSE,24.13,2015
3925913,TSE,41.28,2018
3926165,TSE,34.83,2019
3926313,LGIH,17.79,2013
3926565,LGIH,14.92,2014
3926817,LGIH,24.33,2015
3927571,LGIH,45.22,2018
3927823,LGIH,70.65,2019
3928086,CPS,45.0,2010
3928588,CPS,38.0,2012
3928840,CPS,49.11,2013
3929092,CPS,57.88,2014
3929344,CPS,77.59,2015
3930098,CPS,62.12,2018
3930350,CPS,33.16,2019
3930712,ENDP,26.67,2007
3930965,ENDP,25.88,2008
3931217,ENDP,20.52,2009
3931469,ENDP,35.71,2010
3931971,ENDP,26.23,2012
3932223,ENDP,67.46,2013
3932475,ENDP,72.12,2014
3932727,ENDP,61.22,2015
3933481,ENDP,7.3,2018
3933733,ENDP,4.69,2019
3934095,OHI,6.24,2007
3934348,OHI,6.68,2008
3934600,OHI,8.78,2009
3934852,OHI,10.8,2010
3935354,OHI,13.08,2012
3935606,OHI,17.35,2013
3935858,OHI,24.07,2014
3936110,OHI,22.81,2015
3936864,OHI,29.2,2018
3937116,OHI,37.67,2019
3937478,FLO,6.95,2007
3937731,FLO,7.39,2008
3937983,FLO,7.42,2009
3938235,FLO,8.66,2010
3938737,FLO,11.89,2012
3938989,FLO,16.81,2013
3939241,FLO,15.4,2014
3939493,FLO,17.69,2015
3940247,FLO,16.95,2018
3940499,FLO,20.64,2019
3940861,BRKS,10.42,2007
3941114,BRKS,4.58,2008
3941366,BRKS,6.77,2009
3941618,BRKS,7.16,2010
3942120,BRKS,6.69,2012
3942372,BRKS,9.01,2013
3942624,BRKS,11.32,2014
3942876,BRKS,9.82,2015
3943630,BRKS,25.61,2018
3943882,BRKS,41.5,2019
3944244,CDI,17.82,2007
3944497,CDI,9.75,2008
3944749,CDI,10.23,2009
3945001,CDI,15.19,2010
3945503,CDI,15.11,2012
3945755,CDI,16.78,2013
3946007,CDI,16.57,2014
3946259,CDI,6.76,2015
3946949,THS,22.99,2007
3947202,THS,27.24,2008
3947454,THS,38.86,2009
3947706,THS,51.09,2010
3948208,THS,52.13,2012
3948460,THS,68.92,2013
3948712,THS,85.53,2014
3948964,THS,78.46,2015
3949718,THS,50.71,2018
3949970,THS,48.5,2019
3950262,CGA,35.55,2008
3950514,CGA,168.56,2009
3950766,CGA,103.2,2010
3951268,CGA,37.61,2012
3951520,CGA,41.51,2013
3951772,CGA,18.24,2014
3952024,CGA,18.36,2015
3952778,CGA,5.99,2018
3953030,CGA,2.81,2019
3953392,PDLI,2.78,2007
3953645,PDLI,1.95,2008
3953897,PDLI,3.25,2009
3954149,PDLI,3.46,2010
3954651,PDLI,4.71,2012
3954903,PDLI,6.1,2013
3955155,PDLI,5.96,2014
3955407,PDLI,3.06,2015
3956161,PDLI,2.83,2018
3956413,PDLI,3.17,2019
3956775,SPRT,7.2,2007
3957028,SPRT,3.61,2008
3957280,SPRT,4.27,2009
3957532,SPRT,10.48,2010
3958034,SPRT,6.75,2012
3958286,SPRT,6.13,2013
3958538,SPRT,3.41,2014
3958790,SPRT,1.63,2015
3959544,SPRT,1.33,2018
3959796,SPRT,1.09,2019
3960158,LQDT,12.9,2007
3960411,LQDT,8.33,2008
3960663,LQDT,10.07,2009
3960915,LQDT,14.05,2010
3961417,LQDT,40.86,2012
3961669,LQDT,22.66,2013
3961921,LQDT,8.17,2014
3962173,LQDT,6.5,2015
3962927,LQDT,6.17,2018
3963179,LQDT,5.96,2019
3963541,CRR,33.35,2007
3963794,CRR,32.33,2008
3964046,CRR,63.07,2009
3964298,CRR,96.74,2010
3964800,CRR,74.62,2012
3965052,CRR,112.55,2013
3965304,CRR,39.23,2014
3965556,CRR,17.2,2015
3966310,CRR,3.48,2018
3966786,SLCA,14.89,2012
3967038,SLCA,30.81,2013
3967290,SLCA,23.5,2014
3967542,SLCA,17.44,2015
3968296,SLCA,9.75,2018
3968548,SLCA,6.05,2019
3968910,TEN,24.86,2007
3969163,TEN,2.81,2008
3969415,TEN,16.91,2009
3969667,TEN,39.26,2010
3970169,TEN,33.49,2012
3970421,TEN,53.95,2013
3970673,TEN,53.99,2014
3970925,TEN,43.79,2015
3971679,TEN,27.19,2018
3971931,TEN,13.1,2019
3972072,STOR,16.15,2014
3972324,STOR,18.18,2015
3973078,STOR,25.46,2018
3973330,STOR,34.81,2019
3973692,IDT,7.28,2007
3973945,IDT,0.34,2008
3974197,IDT,1.45,2009
3974449,IDT,7.81,2010
3974951,IDT,5.98,2012
3975203,IDT,13.26,2013
3975455,IDT,16.3,2014
3975707,IDT,10.12,2015
3976461,IDT,6.19,2018
3976713,IDT,7.21,2019
3977075,HRI,15.89,2007
3977328,HRI,5.07,2008
3977580,HRI,11.92,2009
3977832,HRI,14.49,2010
3978334,HRI,16.27,2012
3978586,HRI,28.62,2013
3978838,HRI,24.94,2014
3979090,HRI,14.23,2015
3979844,HRI,25.99,2018
3980096,HRI,48.94,2019
3980363,TIME,22.1,2014
3980615,TIME,14.6,2015
3981284,ANET,60.76,2014
3981536,ANET,77.84,2015
3982290,ANET,210.7,2018
3982542,ANET,203.4,2019
3982703,AVNS,45.47,2014
3982955,AVNS,33.41,2015
3983709,AVNS,44.79,2018
3983961,AVNS,33.7,2019
3984200,CC,4.55,2015
3984954,CC,24.8,2018
3985206,CC,16.73,2019
3985568,HTZ,54.88,2007
3985821,HTZ,17.51,2008
3986073,HTZ,41.17,2009
3986325,HTZ,50.04,2010
3986827,HTZ,56.19,2012
3987079,HTZ,98.84,2013
3987331,HTZ,86.13,2014
3987583,HTZ,49.14,2015
3988337,HTZ,11.86,2018
3988589,HTZ,15.75,2019
3988951,BJRI,15.81,2007
3989204,BJRI,10.47,2008
3989456,BJRI,18.31,2009
3989708,BJRI,34.45,2010
3990210,BJRI,31.99,2012
3990462,BJRI,30.2,2013
3990714,BJRI,48.82,2014
3990966,BJRI,42.27,2015
3991720,BJRI,49.75,2018
3991972,BJRI,37.77,2019
3992334,PACW,25.04,2007
3992587,PACW,17.22,2008
3992839,PACW,13.18,2009
3993091,PACW,14.01,2010
3993593,PACW,16.98,2012
3993845,PACW,29.89,2013
3994097,PACW,33.16,2014
3994349,PACW,32.84,2015
3995103,PACW,29.2,2018
3995355,PACW,35.79,2019
3995504,CHRS,16.32,2014
3995756,CHRS,22.96,2015
3996510,CHRS,9.05,2018
3996762,CHRS,18.01,2019
3997122,BHC,10.46,2007
3997375,BHC,8.46,2008
3997627,BHC,13.22,2009
3997879,BHC,28.29,2010
3998381,BHC,59.77,2012
3998633,BHC,117.4,2013
3998885,BHC,143.11,2014
3999137,BHC,101.65,2015
3999891,BHC,18.47,2018
4000143,BHC,29.92,2019
4000361,VER,28.32,2015
4001115,VER,31.28,2018
4001367,VER,42.95,2019
4001729,RAIL,31.31,2007
4001982,RAIL,16.48,2008
4002234,RAIL,18.12,2009
4002486,RAIL,26.53,2010
4002988,RAIL,20.79,2012
4003240,RAIL,24.98,2013
4003492,RAIL,24.92,2014
4003744,RAIL,18.68,2015
4004498,RAIL,6.69,2018
4004750,RAIL,2.07,2019
4005112,WMAR,8.94,2007
4005365,WMAR,4.22,2008
4005617,WMAR,8.02,2009
4005869,WMAR,10.53,2010
4006371,WMAR,10.7,2012
4006623,WMAR,14.16,2013
4006875,WMAR,12.86,2014
4007127,WMAR,8.45,2015
4007808,FRD,4.09,2007
4008061,FRD,4.55,2008
4008313,FRD,4.12,2009
4008565,FRD,6.68,2010
4009067,FRD,8.93,2012
4009319,FRD,7.77,2013
4009571,FRD,6.47,2014
4009823,FRD,5.15,2015
4010577,FRD,6.75,2018
4010829,FRD,5.9,2019
